	Tiếng Việt	Українська	日本語	한국어	UI language name	
2157	Reads dictionaries for fun.	Читає словники для розваги.	辞書を読むのが趣味。	재미로 사전을 읽습니다.	information about the person	
2158	Catzilla is my spirit animal.	Кітзілла - моя тотемна тварина.	ネコジラは私のスピリットアニマル。	캣질라를 영혼의 동물로 여깁니다.	information about the person	
2159	Those manga... their worlds, my refuge.	Ця манга... її світ - мій притулок.	漫画の世界は、私の逃避場所。	만화책 속 세상에 빠져듭니다.	information about the person	
2160	I turned my basement into a fortress... for strategic solitude!	Я перетворив свій підвал на фортецю... для стратегічного усамітнення!	戦略的孤独感を求め、自宅の地下室を要塞化！	지하실을 '고독의 요새'로 꾸몄습니다.	information about the person	
2161	Reads programming books.	Читає книги з програмування.	プログラミングの本をよく読む。	프로그래밍 책을 읽습니다.	information about the person	
2162	Spends weekends programming basic games.	Проводить вихідні за програмуванням простеньких ігор.	週末は初歩的ゲームのプログラミングに費やす。	주말에는 간단한 게임을 프로그래밍합니다.	information about the person	
2163	Weekend anime binges.	По вихідних дивиться аніме.	週末はアニメ三昧。	주말에는 애니메이션을 시청합니다.	information about the person	
2164	Owns every Gumdam model.	Володіє всіма моделями Гумдама.	ガンダムの全モデルを所有。	건프라를 전부 모았습니다.	information about the person	
2165	Enjoys deciphering complex algorithms.	Любить розшифровувати складні алгоритми.	複雑なアルゴリズムの解読が趣味。	복잡한 알고리즘을 해석하는 게 취미입니다.	information about the person	
2166	Has an encyclopedic knowledge of 70s anime	Має енциклопедичні знання про аніме 70-х років	70年代アニメの百科事典的知識あり。	70년대 애니메이션에 대한 전문 지식을 갖췄습니다.	information about the person	
2167	Astronomy enthusiast.	Захоплюється астрономією.	天文マニア。	천문학을 좋아합니다.	information about the person	
2168	Owns every issue of a niche sci-fi magazine.	Володіє всіма випусками нішевих науково-фантастичних журналів.	ニッチなSF雑誌全号をコレクションとして所有。	소규모 SF 잡지를 전질 소유하고 있습니다.	information about the person	
2169	Radio enthusiast, decodes signals for fun.	Радіоаматор, розшифровує канали заради розваги.	ラジオマニア、電波信号の解読が趣味。	라디오를 즐겨 들으면서 신호를 해석하는 게 취미입니다.	information about the person	
2170	Adores black and white films.	Обожнює чорно-білі фільми.	白黒映画愛好家。	흑백영화를 좋아합니다.	information about the person	
2171	Fan of mystery novels.	Любить детективні романи.	ミステリー小説ファン。	미스터리 소설의 팬입니다.	information about the person	
2172	Solves Rubik's cubes in minutes.	Складає кубик Рубіка за лічені хвилини.	ルービックキューブを数分で全面揃える。	루빅스 큐브를 몇 분 만에 맞춰 버립니다.	information about the person	
